TC1S1,TC2S1,TC1S2,TC2S2,TC1S3,TC2S3
36.957,36.959,36.857,36.859,36.626,36.628
36.965,36.963,36.865,36.863,36.633,36.631
36.984,36.985,36.884,36.885,36.651,36.652
36.987,36.995,36.887,36.895,36.654,36.662
36.995,36.997,36.895,36.897,36.662,36.664
37.010,37.018,36.916,36.923,36.677,36.684
37.012,37.018,36.918,36.924,36.678,36.684
37.016,37.011,36.921,36.916,36.682,36.677
37.018,37.014,36.921,36.916,36.684,36.680
37.021,37.016,36.910,36.906,36.686,36.681
37.021,37.018,36.912,36.909,36.686,36.683
37.024,37.021,36.924,36.921,36.689,36.687
37.028,37.025,36.928,36.925,36.693,36.690
37.031,37.029,36.931,36.929,36.696,36.694
37.032,37.037,36.933,36.937,36.697,36.702
37.033,37.033,36.936,36.936,36.698,36.698
37.033,37.035,36.937,36.938,36.698,36.700
37.036,37.033,36.933,36.931,36.701,36.698
37.037,37.033,36.944,36.940,36.702,36.698
37.041,37.040,36.932,36.931,36.706,36.705
37.041,37.041,36.941,36.941,36.706,36.706
37.043,37.046,36.941,36.944,36.708,36.711
37.044,37.036,36.949,36.941,36.708,36.700
37.044,37.044,36.950,36.951,36.708,36.709
37.048,37.044,36.948,36.944,36.712,36.709
37.049,37.042,36.944,36.937,36.713,36.706
37.050,37.045,36.950,36.945,36.714,36.709
37.050,37.044,36.943,36.937,36.715,36.708
37.051,37.051,36.957,36.957,36.715,36.715
37.051,37.054,36.956,36.958,36.716,36.718
37.052,37.053,36.951,36.952,36.716,36.718
37.053,37.062,36.952,36.961,36.717,36.726
37.056,37.049,36.951,36.945,36.720,36.713
37.057,37.047,36.958,36.948,36.720,36.711
37.058,37.055,36.958,36.955,36.722,36.719
37.058,37.056,36.953,36.950,36.722,36.719
37.058,37.065,36.968,36.975,36.722,36.729
37.062,37.066,36.969,36.972,36.725,36.729
37.062,37.066,36.958,36.962,36.726,36.729
37.066,37.067,36.962,36.963,36.730,36.731
37.068,37.063,36.962,36.957,36.732,36.726
37.069,37.063,36.966,36.961,36.732,36.727
37.069,37.069,36.972,36.971,36.733,36.732
37.071,37.073,36.969,36.971,36.734,36.736
37.072,37.068,36.974,36.970,36.735,36.732
37.073,37.074,36.974,36.975,36.736,36.737
37.073,37.072,36.974,36.973,36.736,36.735
37.073,37.075,36.977,36.979,36.737,36.738
37.074,37.070,36.973,36.969,36.737,36.733
37.074,37.070,36.975,36.972,36.737,36.733
37.074,37.070,36.977,36.973,36.737,36.733
37.074,37.075,36.971,36.971,36.738,36.738
37.074,37.076,36.983,36.985,36.738,36.740
37.075,37.079,36.973,36.977,36.738,36.742
37.075,37.076,36.974,36.975,36.738,36.739
37.075,37.072,36.973,36.970,36.738,36.736
37.076,37.079,36.978,36.982,36.739,36.742
37.076,37.076,36.975,36.976,36.739,36.739
37.077,37.077,36.974,36.974,36.740,36.740
37.077,37.071,36.976,36.970,36.740,36.734
37.077,37.073,36.977,36.973,36.740,36.736
37.078,37.076,36.975,36.972,36.741,36.739
37.079,37.084,36.976,36.981,36.742,36.747
37.080,37.081,36.982,36.983,36.743,36.744
37.080,37.083,36.991,36.994,36.743,36.746
37.081,37.083,36.989,36.991,36.744,36.746
37.082,37.080,36.985,36.982,36.745,36.742
37.083,37.074,36.985,36.975,36.746,36.736
37.085,37.082,36.980,36.977,36.747,36.744
37.085,37.080,36.985,36.980,36.747,36.743
37.085,37.081,36.986,36.981,36.748,36.744
37.086,37.082,36.981,36.978,36.748,36.745
37.087,37.092,36.980,36.986,36.750,36.755
37.088,37.094,36.979,36.985,36.750,36.756
37.088,37.091,36.990,36.993,36.750,36.754
37.089,37.091,36.992,36.993,36.751,36.753
37.089,37.080,36.994,36.985,36.752,36.742
37.090,37.088,36.989,36.987,36.752,36.750
37.090,37.092,36.993,36.996,36.752,36.755
37.091,37.080,36.988,36.976,36.754,36.742
37.092,37.088,36.992,36.989,36.754,36.751
37.092,37.092,36.990,36.990,36.754,36.754
37.093,37.098,36.987,36.992,36.755,36.760
37.093,37.091,36.988,36.986,36.755,36.753
37.093,37.100,37.003,37.010,36.755,36.763
37.094,37.090,36.996,36.992,36.756,36.752
37.094,37.098,36.997,37.000,36.757,36.760
37.095,37.097,36.997,36.999,36.757,36.759
37.095,37.098,36.997,36.999,36.757,36.760
37.096,37.096,37.006,37.006,36.758,36.758
37.096,37.098,36.995,36.997,36.758,36.760
37.097,37.096,36.994,36.994,36.759,36.758
37.097,37.097,36.993,36.993,36.759,36.759
37.097,37.097,36.996,36.996,36.759,36.759
37.098,37.100,37.001,37.002,36.760,36.762
37.098,37.100,36.995,36.997,36.760,36.762
37.101,37.105,37.003,37.007,36.763,36.766
37.101,37.098,37.007,,36.763,36.760
37.101,37.100,36.998,,36.763,36.762
37.102,37.104,36.998,,36.764,36.766
37.102,37.102,37.001,,36.764,36.764
37.103,37.098,37.005,,36.764,36.760
37.103,37.102,36.993,,36.765,36.764
37.103,37.094,37.003,,36.765,36.756
37.103,37.103,37.002,,36.765,36.765
37.105,37.100,37.003,,36.766,36.762
37.106,37.097,37.011,,36.767,36.759
37.106,37.104,37.006,,36.768,36.765
37.106,37.107,37.002,,36.768,36.769
37.107,37.099,37.001,,36.768,36.760
37.107,37.107,37.006,,36.768,36.769
37.108,37.114,37.007,,36.770,36.775
37.108,37.111,37.015,,36.770,36.773
37.110,37.111,37.010,,36.771,36.773
37.110,37.109,37.010,,36.771,36.770
37.110,37.114,37.016,,36.772,36.775
37.110,37.109,37.014,,36.772,36.771
37.111,37.114,37.012,,36.772,36.775
37.111,37.113,37.013,,36.773,36.775
37.111,37.103,37.008,,36.773,36.765
37.112,37.110,37.010,,36.773,36.771
37.112,37.113,37.013,,36.774,36.774
37.112,37.112,37.012,,36.774,36.773
37.113,37.113,37.012,,36.774,36.774
37.113,37.110,37.013,,36.775,36.771
37.113,37.112,37.011,,36.775,36.773
37.114,37.116,37.008,,36.775,36.777
37.114,37.121,37.011,,36.775,36.782
37.114,37.110,37.010,,36.776,36.771
37.115,37.116,37.016,,36.776,36.777
37.115,37.109,37.020,,36.777,36.770
37.116,37.110,37.017,,36.777,36.771
37.116,37.119,37.015,,36.777,36.780
37.116,37.118,37.014,,36.777,36.779
37.116,37.114,37.017,,36.777,36.775
37.117,37.123,37.023,,36.778,36.784
37.117,37.116,37.023,,36.778,36.777
37.117,37.115,37.022,,36.778,36.776
37.118,37.119,37.022,,36.779,36.780
37.118,37.122,37.025,,36.779,36.783
37.118,37.124,37.021,,36.779,36.785
37.119,37.122,37.016,,36.780,36.783
37.119,37.122,37.020,,36.780,36.783
37.120,37.121,37.025,,36.781,36.782
37.120,37.119,37.021,,36.781,36.779
37.120,37.114,37.022,,36.781,36.775
37.120,37.123,37.016,,36.781,36.784
37.120,37.120,37.018,,36.781,36.781
37.121,37.117,37.020,,36.782,36.778
37.121,37.119,37.022,,36.782,36.780
37.121,37.125,37.022,,36.782,36.786
37.121,37.127,37.014,,36.782,36.788
37.122,37.120,37.020,,36.782,36.781
37.122,37.117,37.025,,36.782,36.778
37.122,37.120,37.019,,36.782,36.781
37.122,37.125,37.030,,36.783,36.786
37.122,37.125,37.026,,36.783,36.786
37.122,37.117,37.018,,36.783,36.778
37.122,37.119,37.019,,36.783,36.780
37.123,37.116,37.029,,36.783,36.777
37.123,37.117,37.020,,36.784,36.778
37.123,37.124,37.017,,36.784,36.785
37.123,37.125,37.027,,36.784,36.786
37.125,37.117,37.027,,36.785,36.778
37.125,37.126,37.025,,36.785,36.786
37.125,37.121,37.031,,36.786,36.782
37.125,37.119,37.018,,36.786,36.779
37.125,37.127,37.023,,36.786,36.788
37.125,37.131,37.026,,36.786,36.792
37.125,37.130,37.028,,36.786,36.791
37.125,37.124,37.022,,36.786,36.784
37.126,37.122,37.021,,36.787,36.783
37.126,37.124,37.022,,36.787,36.785
37.127,37.124,37.023,,36.788,36.784
37.127,37.132,37.025,,36.788,36.793
37.127,37.123,37.028,,36.788,36.784
37.128,37.126,37.025,,36.788,36.786
37.128,37.124,37.021,,36.789,36.785
37.128,37.131,37.034,,36.789,36.791
37.129,37.131,37.033,,36.789,36.792
37.129,37.132,37.032,,36.790,36.792
37.129,37.134,37.031,,36.790,36.794
37.129,37.123,37.030,37.023,36.790,36.783
37.130,37.122,37.032,37.024,36.790,36.783
37.130,37.130,37.031,37.031,36.791,36.790
37.130,37.135,37.035,37.040,36.791,36.795
37.130,37.134,37.025,37.029,36.791,36.794
37.131,37.124,37.035,37.027,36.791,36.784
37.131,37.140,37.028,37.037,36.791,36.801
37.131,37.132,37.025,37.027,36.791,36.793
37.131,37.135,37.032,37.035,36.792,36.795
37.131,37.130,37.037,37.036,36.792,36.790
37.131,37.134,37.029,37.031,36.792,36.794
37.131,37.129,37.029,37.027,36.792,36.790
37.131,37.133,37.038,37.039,36.792,36.793
37.132,37.137,37.033,37.038,36.792,36.797
37.132,37.129,37.034,37.031,36.792,36.789
37.132,37.131,37.027,37.026,36.792,36.792
37.132,37.130,37.037,37.035,36.793,36.790
37.133,37.134,37.031,37.032,36.793,36.794
37.133,37.137,37.037,37.041,36.793,36.797
37.133,37.134,37.031,37.033,36.793,36.794
37.133,37.132,37.036,37.035,36.793,36.792
37.133,37.128,37.034,37.029,36.794,36.789
37.134,37.128,37.037,37.031,36.794,36.788
37.134,37.133,37.031,37.030,36.794,36.793
37.134,37.136,37.029,37.031,36.794,36.797
37.134,37.132,37.030,37.028,36.795,36.792
37.134,37.135,37.033,37.033,36.795,36.795
37.135,37.134,37.033,37.032,36.795,36.795
37.135,37.131,37.039,37.035,36.795,36.791
37.135,37.137,37.038,37.040,36.795,36.797
37.135,37.136,37.035,37.035,36.795,36.796
37.135,37.130,37.031,37.026,36.795,36.790
37.136,37.137,37.034,37.036,36.796,36.798
37.136,37.137,37.030,37.032,36.796,36.797
37.136,37.139,37.036,37.039,36.796,36.799
37.136,37.135,37.037,37.036,36.796,36.796
37.136,37.133,37.037,37.034,36.796,36.793
37.137,37.136,37.037,37.036,36.797,36.796
37.137,37.141,37.047,37.051,36.797,36.801
37.137,37.136,37.035,37.034,36.797,36.796
37.137,37.137,37.046,37.046,36.797,36.797
37.137,37.131,37.034,37.029,36.797,36.792
37.137,37.141,37.032,37.036,36.797,36.801
37.137,37.140,37.045,37.048,36.797,36.800
37.137,37.133,37.033,37.028,36.797,36.793
37.137,37.133,37.035,37.031,36.797,36.794
37.137,37.136,37.041,37.039,36.797,36.796
37.137,37.142,37.036,37.040,36.797,36.802
37.137,37.143,37.037,37.042,36.797,36.803
37.137,37.132,37.042,37.037,36.798,36.793
37.138,37.141,37.036,37.039,36.798,36.801
37.138,37.132,37.044,37.038,36.798,36.792
37.138,37.134,37.041,37.037,36.798,36.794
37.139,37.145,37.039,37.046,36.799,36.805
37.139,37.142,37.041,37.044,36.799,36.802
37.139,37.134,37.036,37.031,36.799,36.794
37.139,37.139,37.041,37.040,36.799,36.799
37.140,37.140,37.042,37.042,36.800,36.800
37.140,37.141,37.037,37.038,36.800,36.801
37.140,37.140,37.040,37.040,36.800,36.800
37.140,37.143,37.040,37.042,36.800,36.802
37.140,37.140,37.040,37.040,36.800,36.800
37.141,37.139,37.041,37.040,36.800,36.799
37.141,37.137,37.041,37.037,36.801,36.797
37.141,37.140,37.031,37.030,36.801,36.800
37.141,37.146,37.038,37.042,36.801,36.806
37.141,37.139,37.042,37.040,36.801,36.799
37.141,37.140,37.037,37.035,36.801,36.800
37.141,37.146,37.037,37.041,36.801,36.806
37.141,37.139,37.041,37.039,36.801,36.799
37.141,37.141,37.040,37.039,36.801,36.801
37.142,37.139,37.048,37.046,36.802,36.799
37.142,37.146,37.045,37.049,36.802,36.806
37.142,37.137,37.039,37.034,36.802,36.797
37.142,37.146,37.037,37.041,36.802,36.806
37.142,37.148,37.045,37.051,36.802,36.808
37.142,37.141,37.043,37.041,36.802,36.801
37.142,37.145,37.040,37.043,36.802,36.805
37.142,37.145,37.043,37.046,36.802,36.805
37.143,37.142,37.037,37.037,36.803,36.802
37.143,37.143,37.042,37.042,36.803,36.803
37.144,37.138,37.045,37.039,36.804,36.798
37.144,37.149,37.042,37.047,36.804,36.808
37.145,37.150,37.047,37.052,36.804,36.810
37.145,37.151,37.039,37.045,36.804,36.811
37.145,37.142,37.048,37.045,36.805,36.801
37.145,37.137,37.047,37.039,36.805,36.796
37.145,37.145,37.041,37.041,36.805,36.805
37.145,37.148,37.046,37.048,36.805,36.808
37.145,37.142,37.041,37.038,36.805,36.802
37.145,37.148,37.048,37.051,36.805,36.808
37.145,37.148,37.042,37.045,36.805,36.808
37.146,37.155,37.049,37.058,36.805,36.814
37.146,37.146,37.042,37.042,36.805,36.806
37.146,37.136,37.049,37.040,36.805,36.796
37.146,37.150,37.047,37.051,36.806,36.809
37.147,37.145,37.054,37.053,36.806,36.805
37.147,37.149,37.045,37.047,36.806,36.809
37.147,37.146,37.045,37.044,36.807,36.805
37.147,37.147,37.042,37.042,36.807,36.807
37.147,37.136,37.054,37.042,36.807,36.795
37.148,37.146,37.050,37.048,36.808,36.806
37.148,37.141,37.045,37.038,36.808,36.801
37.148,37.151,37.044,37.047,36.808,36.811
37.148,37.149,37.047,37.048,36.808,36.809
37.148,37.146,37.051,37.048,36.808,36.805
37.148,37.152,37.048,37.052,36.808,36.811
37.149,37.154,37.046,37.051,36.808,36.813
37.149,37.146,37.045,37.042,36.808,36.806
37.149,37.150,37.049,37.050,36.809,36.810
37.149,37.147,37.056,37.054,36.809,36.807
37.149,37.151,37.045,37.046,36.809,36.811
37.150,37.151,37.049,37.051,36.809,36.811
37.150,37.148,37.048,37.046,36.809,36.808
37.150,37.158,37.050,37.058,36.810,36.818
37.150,37.155,37.054,37.059,36.810,36.815
37.151,37.155,37.060,37.065,36.810,36.815
37.151,37.153,37.048,37.050,36.810,36.812
37.151,37.153,37.054,37.056,36.811,36.813
37.151,37.149,37.051,37.048,36.811,36.808
37.151,37.153,37.052,37.054,36.811,36.812
37.152,37.153,37.053,37.053,36.812,36.812
37.152,37.157,37.051,37.056,36.812,36.816
37.153,37.158,37.054,37.059,36.812,36.817
37.153,37.153,37.054,37.054,36.812,36.812
37.153,37.154,37.051,37.052,36.812,36.813
37.154,37.153,37.061,37.060,36.813,36.812
37.154,37.152,37.054,37.052,36.813,36.811
37.154,37.148,37.049,37.043,36.813,36.808
37.154,37.157,37.056,37.058,36.813,36.816
37.154,37.152,37.053,37.051,36.813,36.811
37.154,37.153,37.061,37.061,36.813,36.813
37.154,37.156,37.055,37.057,36.813,36.815
37.154,37.154,37.046,37.045,36.813,36.813
37.154,37.147,37.051,37.044,36.814,36.807
37.154,37.159,37.050,37.055,36.814,36.819
37.155,37.164,37.060,37.070,36.814,36.823
37.155,37.160,37.054,37.060,36.814,36.819
37.155,37.154,37.056,37.055,36.814,36.813
37.155,37.158,37.056,37.059,36.815,36.818
37.156,37.160,37.058,37.063,36.815,36.819
37.156,37.154,37.054,37.052,36.815,36.813
37.156,37.151,37.057,37.052,36.815,36.810
37.156,37.156,37.052,37.053,36.815,36.815
37.156,37.159,37.063,37.066,36.815,36.818
37.156,37.156,37.059,37.059,36.815,36.815
37.157,37.158,37.053,37.054,36.816,36.817
37.157,37.158,37.057,37.058,36.816,36.818
37.157,37.166,37.050,37.059,36.816,36.825
37.157,37.157,37.055,37.055,36.816,36.816
37.157,37.161,37.057,37.061,36.816,36.821
37.158,37.161,37.059,37.062,36.817,36.820
37.158,37.159,37.059,37.060,36.817,36.818
37.158,37.156,37.059,37.058,36.817,36.815
37.159,37.158,37.056,37.056,36.818,36.818
37.159,37.159,37.054,37.054,36.818,36.818
37.159,37.160,37.058,37.059,36.818,36.819
37.159,37.161,37.059,37.062,36.818,36.821
37.159,37.164,37.059,37.064,36.818,36.823
37.159,37.157,37.060,37.059,36.818,36.817
37.159,37.159,37.064,37.063,36.818,36.818
37.159,37.160,37.063,37.063,36.818,36.819
37.159,37.164,37.055,37.060,36.818,36.824
37.160,37.168,37.056,37.064,36.819,36.827
37.160,37.165,37.058,37.063,36.819,36.824
37.160,37.166,37.061,37.067,36.819,36.825
37.160,37.152,37.064,37.055,36.819,36.811
37.160,37.156,37.063,37.059,36.819,36.815
37.160,37.162,37.062,37.064,36.819,36.821
37.160,37.160,37.057,37.057,36.819,36.819
37.161,37.154,37.059,37.052,36.820,36.813
37.161,37.163,37.062,37.064,36.820,36.822
37.161,37.154,37.065,37.057,36.820,36.813
37.161,37.161,37.069,37.068,36.820,36.820
37.162,37.161,37.064,37.063,36.821,36.820
37.162,37.162,37.070,37.070,36.821,36.821
37.162,37.162,37.064,37.064,36.821,36.820
37.162,37.167,37.062,37.067,36.821,36.826
37.162,37.170,37.060,37.068,36.821,36.828
37.163,37.157,37.061,37.056,36.821,36.816
37.163,37.160,37.063,37.060,36.822,36.819
37.163,37.169,37.068,37.074,36.822,36.828
37.163,37.163,37.067,37.068,36.822,36.822
37.163,37.166,37.072,37.074,36.822,36.824
37.163,37.163,37.063,37.063,36.822,36.822
37.163,37.161,37.059,37.057,36.822,36.820
37.163,37.167,37.055,37.058,36.822,36.826
37.164,37.160,37.059,37.056,36.822,36.819
37.164,37.166,37.060,37.062,36.823,36.824
37.164,37.161,37.065,37.062,36.823,36.820
37.164,37.165,37.071,37.072,36.823,36.824
37.164,37.162,37.064,37.062,36.823,36.821
37.164,37.168,37.073,37.077,36.823,36.827
37.164,37.162,37.069,37.067,36.823,36.821
37.165,37.166,37.060,37.061,36.823,36.825
37.165,37.169,37.063,37.068,36.823,36.828
37.165,37.166,37.074,37.075,36.823,36.825
37.165,37.162,37.064,37.061,36.824,36.820
37.165,37.167,37.070,37.072,36.824,36.826
37.165,37.166,37.065,37.066,36.824,36.825
37.165,37.168,37.057,37.060,36.824,36.826
37.165,37.171,37.065,37.071,36.824,36.830
37.165,37.167,37.065,37.067,36.824,36.826
37.165,37.168,37.072,37.075,36.824,36.827
37.165,37.165,37.070,37.070,36.824,36.824
37.165,37.171,37.066,37.071,36.824,36.830
37.166,37.167,37.065,37.066,36.824,36.826
37.167,37.170,37.070,37.073,36.825,36.828
37.167,37.168,37.080,37.081,36.825,36.827
37.167,37.169,37.062,37.064,36.826,36.828
37.167,37.171,37.063,37.067,36.826,36.829
37.167,37.172,37.065,37.070,36.826,36.831
37.167,37.168,37.070,37.071,36.826,36.826
37.167,37.170,37.060,37.062,36.826,36.828
37.167,37.163,37.065,37.061,36.826,36.822
37.168,37.168,37.067,37.067,36.826,36.826
37.168,37.168,37.068,37.068,36.826,36.827
37.168,37.174,37.065,37.072,36.827,36.833
37.168,37.171,37.075,37.077,36.827,36.829
37.168,37.170,37.068,37.070,36.827,36.829
37.168,37.174,37.064,37.070,36.827,36.832
37.168,37.170,37.067,37.069,36.827,36.829
37.168,37.163,37.063,37.058,36.827,36.822
37.169,37.175,37.067,37.073,36.827,36.834
37.169,37.176,37.075,37.082,36.827,36.834
37.169,37.162,37.065,37.057,36.828,36.820
37.169,37.171,37.062,37.064,36.828,36.829
37.169,37.176,37.067,37.075,36.828,36.835
37.169,37.171,37.067,37.068,36.828,36.829
37.169,37.165,37.068,37.064,36.828,36.824
37.170,37.181,37.073,37.084,36.828,36.839
37.170,37.174,37.076,37.080,36.828,36.832
37.170,37.171,37.079,37.081,36.828,36.830
37.170,37.167,37.068,37.065,36.828,36.825
37.170,37.166,37.069,37.065,36.828,36.824
37.170,37.167,37.071,37.068,36.828,36.826
37.170,37.177,37.068,37.075,36.828,36.836
37.170,37.162,37.077,37.069,36.829,36.820
37.170,37.167,37.074,37.071,36.829,36.826
37.170,37.175,37.067,37.072,36.829,36.834
37.170,37.176,37.069,37.074,36.829,36.834
37.171,37.174,37.065,37.069,36.829,36.833
37.171,37.172,37.071,37.073,36.829,36.831
37.171,37.176,37.071,37.076,36.829,36.835
37.171,37.172,37.074,37.075,36.829,36.831
37.171,37.174,37.070,37.072,36.829,36.832
37.171,37.165,37.065,37.059,36.830,36.824
37.171,37.179,37.074,37.082,36.830,36.837
37.171,37.171,37.078,37.077,36.830,36.829
37.171,37.171,37.078,37.077,36.830,36.829
37.171,37.174,37.073,37.076,36.830,36.832
37.171,37.173,37.078,37.079,36.830,36.831
37.171,37.171,37.074,37.074,36.830,36.829
37.172,37.163,37.067,37.059,36.830,36.822
37.172,37.180,37.071,37.079,36.830,36.839
37.172,37.174,37.084,37.087,36.830,36.833
37.172,37.179,37.071,37.078,36.831,36.838
37.172,37.173,37.075,37.076,36.831,36.832
37.172,37.175,37.079,37.082,36.831,36.834
37.172,37.166,37.083,37.077,36.831,36.825
37.173,37.174,37.071,37.073,36.831,36.833
37.173,37.176,37.079,37.082,36.831,36.834
37.173,37.178,37.075,37.081,36.831,36.837
37.173,37.165,37.072,37.065,36.831,36.824
37.173,37.170,37.082,37.079,36.831,36.828
37.173,37.179,37.077,37.082,36.831,36.837
37.173,37.175,37.081,37.083,36.832,36.833
37.173,37.172,37.071,37.069,36.832,36.830
37.173,37.182,37.071,37.080,36.832,36.841
37.174,37.171,37.070,37.067,36.832,36.829
37.174,37.166,37.068,37.060,36.832,36.824
37.174,37.182,37.076,37.084,36.832,36.840
37.174,37.185,37.076,37.087,36.832,36.843
37.174,37.180,37.071,37.077,36.832,36.838
37.174,37.175,37.072,37.073,36.832,36.834
37.174,37.188,37.075,37.089,36.832,36.847
37.174,37.171,37.073,37.069,36.833,36.829
37.174,37.171,37.076,37.073,36.833,36.830
37.174,37.182,37.074,37.082,36.833,36.840
37.174,37.174,37.068,37.068,36.833,36.833
37.174,37.172,37.080,37.077,36.833,36.830
37.174,37.180,37.083,37.088,36.833,36.838
37.175,37.182,37.075,37.082,36.833,36.840
37.175,37.179,37.078,37.082,36.833,36.837
37.175,37.172,37.075,37.073,36.833,36.831
37.175,37.173,37.069,37.067,36.833,36.831
37.175,37.168,37.073,37.066,36.833,36.826
37.175,37.175,37.081,37.081,36.833,36.833
37.175,37.174,37.076,37.075,36.833,36.832
aaa,37.176,37.078,37.079,36.833,36.835
aaa,37.175,37.078,37.078,36.834,36.833
aaa,37.169,37.070,37.064,36.834,36.828
aaa,37.174,37.074,37.072,36.834,36.832
aaa,37.175,37.072,37.072,36.834,36.833
aaa,37.178,37.078,37.080,36.834,36.836
aaa,37.179,37.070,37.074,36.834,36.837
aaa,37.180,37.069,37.072,36.834,36.838
aaa,37.176,37.076,37.076,36.834,36.834
aaa,37.174,37.076,37.074,36.834,36.832
aaa,37.174,37.073,37.071,36.835,36.832
aaa,37.170,37.079,37.073,36.835,36.828
aaa,37.176,37.071,37.070,36.835,36.834
aaa,37.180,37.080,37.083,36.835,36.838
aaa,37.179,37.075,37.077,36.835,36.837
aaa,37.173,37.069,37.066,36.835,36.832
aaa,37.178,37.078,37.079,36.835,36.836
aaa,37.177,37.080,37.080,36.835,36.835
aaa,37.171,37.077,37.071,36.835,36.829
aaa,37.181,37.079,37.083,36.835,36.839
aaa,37.179,37.081,37.083,36.835,36.837
aaa,37.178,37.079,37.080,36.835,36.836
aaa,37.189,37.070,37.081,36.835,36.847
aaa,37.177,37.077,37.077,36.836,36.835
aaa,37.171,37.080,37.074,36.836,36.830
aaa,37.175,37.078,37.076,36.836,36.834
aaa,37.172,37.076,37.070,36.836,36.830
aaa,37.176,37.077,37.075,36.836,36.835
aaa,37.171,37.082,37.076,36.836,36.830
aaa,37.175,37.079,37.076,36.836,36.833
aaa,37.180,37.077,37.078,36.836,36.838
aaa,37.175,37.073,37.070,36.836,36.833
aaa,37.177,37.086,37.085,36.836,36.836
aaa,37.182,37.073,37.077,36.836,36.840
aaa,37.182,37.081,37.085,36.836,36.841
aaa,37.175,37.077,37.074,36.837,36.833
aaa,37.182,37.084,37.088,36.837,36.840
aaa,37.180,37.077,37.078,36.837,36.838
aaa,37.177,37.071,37.069,36.837,36.835
aaa,37.173,37.075,37.069,36.837,36.831
aaa,37.173,37.072,37.066,36.837,36.831
aaa,37.180,37.076,37.077,36.837,36.838
aaa,37.178,37.084,37.083,36.837,36.836
aaa,37.180,37.081,37.081,36.837,36.838
aaa,37.180,37.078,37.079,36.837,36.838
aaa,37.180,37.076,37.077,36.837,36.838
aaa,37.177,37.085,37.082,36.837,36.835
aaa,37.176,37.082,37.079,36.837,36.834
aaa,37.170,37.074,37.065,36.838,36.828
aaa,37.182,37.079,37.081,36.838,36.840
37.180,37.167,37.078,37.066,36.838,36.825
37.180,37.189,37.077,37.086,36.838,36.847
37.180,37.184,37.084,37.088,36.838,36.842
37.180,37.186,37.079,37.085,36.838,36.844
37.180,37.186,37.081,37.088,36.838,36.844
37.180,37.187,37.079,37.086,36.838,36.845
37.180,37.180,37.074,37.074,36.838,36.838
37.180,37.176,37.072,37.068,36.838,36.834
37.180,37.175,37.080,37.074,36.838,36.833
37.180,37.181,37.079,37.079,36.838,36.839
37.180,37.186,37.077,37.083,36.838,36.844
37.180,37.181,37.085,37.086,36.838,36.839
37.180,37.177,37.084,37.080,36.838,36.835
37.180,37.184,37.086,37.089,36.838,36.842
37.180,37.177,37.080,37.076,36.838,36.835
37.181,37.182,37.083,37.084,36.839,36.840
37.181,37.179,37.070,37.068,36.839,36.837
37.181,37.183,37.082,37.085,36.839,36.841
37.181,37.183,37.082,37.084,36.839,36.841
37.181,37.179,37.085,37.082,36.839,36.837
37.181,37.180,37.085,37.084,36.839,36.838
37.181,37.175,37.083,37.077,36.839,36.833
37.181,37.183,37.080,37.082,36.839,36.841
37.181,37.174,37.084,37.076,36.839,36.832
37.181,37.190,37.086,37.095,36.839,36.848
37.181,37.185,37.079,37.083,36.839,36.843
37.181,37.177,37.074,37.069,36.839,36.835
37.182,37.182,37.075,37.075,36.840,36.840
37.182,37.181,37.078,37.078,36.840,36.839
37.182,37.173,37.085,37.076,36.840,36.831
37.182,37.180,37.081,37.078,36.840,36.838
37.182,37.181,37.085,37.084,36.840,36.839
37.182,37.185,37.078,37.081,36.840,36.843
37.182,37.178,37.084,37.079,36.840,36.836
37.183,37.186,37.074,37.077,36.840,36.844
37.183,37.173,37.087,37.078,36.841,36.831
37.183,37.181,37.073,37.072,36.841,36.839
37.183,37.175,37.078,37.070,36.841,36.833
37.183,37.185,37.082,37.084,36.841,36.843
37.183,37.186,37.090,37.093,36.841,36.844
37.183,37.186,37.083,37.086,36.841,36.844
37.183,37.184,37.084,37.085,36.841,36.842
37.183,37.190,37.090,37.097,36.841,36.848
37.183,37.183,37.084,37.083,36.841,36.841
37.183,37.185,37.081,37.083,36.841,36.843
37.183,37.189,37.084,37.091,36.841,36.847
37.183,37.187,37.081,37.085,36.841,36.845
37.183,37.181,37.081,37.079,36.841,36.839
37.183,37.184,37.084,37.085,36.841,36.842
37.184,37.181,37.085,37.082,36.841,36.838
37.184,37.183,37.086,37.086,36.842,36.841
37.184,37.181,37.080,37.077,36.842,36.839
37.184,37.180,37.085,37.081,36.842,36.838
37.184,37.182,37.083,37.081,36.842,36.840
37.184,37.179,37.088,37.084,36.842,36.837
37.184,37.183,37.080,37.080,36.842,36.841
37.184,37.183,37.099,37.098,36.842,36.841
37.184,37.172,37.088,37.076,36.842,36.830
37.184,37.186,37.083,37.085,36.842,36.844
37.184,37.179,37.090,37.084,36.842,36.837
37.184,37.183,37.085,37.084,36.842,36.841
37.185,37.181,37.074,37.070,36.842,36.838
37.185,37.181,37.083,37.079,36.842,36.839
37.185,37.182,37.088,37.085,36.843,36.840
37.185,37.183,37.085,37.084,36.843,36.841
37.185,37.185,37.083,37.083,36.843,36.843
37.185,37.189,37.081,37.085,36.843,36.847
37.185,37.180,37.086,37.080,36.843,36.837
37.185,37.187,37.094,37.095,36.843,36.844
37.185,37.184,37.082,37.081,36.843,36.842
37.185,37.187,37.089,37.091,36.843,36.845
