TC1S1,TC2S1,TC1S2,TC2S2,TC1S3,TC2S3
37.337,37.338,37.246,37.247,36.988,36.988
37.337,37.328,37.237,37.227,36.988,36.978
37.337,37.339,37.237,37.239,36.988,36.990
37.337,37.338,37.243,37.244,36.988,36.988
37.337,37.338,37.237,37.237,36.988,36.989
37.337,37.342,37.236,37.240,36.988,36.992
37.337,37.342,37.243,37.247,36.988,36.993
37.337,37.334,37.239,37.235,36.988,36.985
37.337,37.329,37.241,37.232,36.988,36.979
37.337,37.346,37.236,37.244,36.988,36.996
37.337,37.333,37.233,37.229,36.988,36.984
37.337,37.343,37.239,37.245,36.988,36.994
37.337,37.338,37.236,37.236,36.988,36.988
37.337,37.335,37.242,37.239,36.988,36.985
37.337,37.339,37.237,37.238,36.988,36.989
37.337,37.326,37.239,37.227,36.988,36.976
37.338,37.338,37.233,37.233,36.988,36.988
37.338,37.334,37.232,37.229,36.988,36.985
37.338,37.339,37.232,37.233,36.988,36.989
37.338,37.338,37.242,37.242,36.988,36.988
37.338,37.334,37.237,37.234,36.988,36.985
37.338,37.341,37.239,37.242,36.988,36.991
37.338,37.331,37.239,37.233,36.988,36.982
37.338,37.345,37.240,37.247,36.988,36.995
37.338,37.340,37.229,37.231,36.988,36.990
37.338,37.341,37.236,37.240,36.988,36.992
37.338,37.336,37.238,37.236,36.988,36.987
37.338,37.332,37.238,37.232,36.988,36.983
37.338,37.342,37.237,37.241,36.988,36.993
37.338,37.329,37.239,37.231,36.988,36.980
37.338,37.335,37.238,37.235,36.988,36.986
37.338,37.338,37.237,37.237,36.989,36.989
37.338,37.338,37.229,37.229,36.989,36.988
37.338,37.340,37.243,37.244,36.989,36.990
37.338,37.340,37.240,37.241,36.989,36.990
37.338,37.334,37.236,37.232,36.989,36.985
37.338,37.333,37.240,37.235,36.989,36.984
37.338,37.341,37.237,37.240,36.989,36.991
37.338,37.337,37.238,37.237,36.989,36.987
37.338,37.330,37.234,37.226,36.989,36.980
37.338,37.344,37.239,37.245,36.989,36.994
37.338,37.344,37.243,37.248,36.989,36.994
37.338,37.330,37.237,37.229,36.989,36.981
37.338,37.335,37.244,37.240,36.989,36.985
37.338,37.338,37.236,37.236,36.989,36.988
37.338,37.333,37.240,37.235,36.989,36.983
37.338,37.331,37.239,37.232,36.989,36.982
37.338,37.333,37.233,37.228,36.989,36.984
37.338,37.340,37.237,37.239,36.989,36.991
37.338,37.342,37.232,37.235,36.989,36.992
37.338,37.331,37.239,37.231,36.989,36.981
37.338,37.336,37.239,37.237,36.989,36.986
37.339,37.333,37.240,37.234,36.989,36.984
37.339,37.336,37.238,37.236,36.989,36.987
37.339,37.336,37.237,37.234,36.989,36.987
37.339,37.342,37.243,37.246,36.989,36.992
37.339,37.342,37.234,37.237,36.989,36.993
37.339,37.337,37.236,37.235,36.989,36.988
37.339,37.340,37.236,37.237,36.989,36.990
37.339,37.338,37.233,37.232,36.989,36.988
37.339,37.341,37.241,37.243,36.989,36.991
37.339,37.334,37.237,37.232,36.989,36.984
37.339,37.332,37.236,37.229,36.989,36.983
37.339,37.336,37.241,37.238,36.989,36.986
37.339,37.343,37.243,37.247,36.989,36.993
37.339,37.339,37.237,37.237,36.989,36.990
37.339,37.339,37.236,37.236,36.989,36.989
37.339,37.343,37.237,37.241,36.989,36.993
37.339,37.339,37.240,37.240,36.989,36.990
37.339,37.344,37.243,37.248,36.989,36.995
37.339,37.336,37.242,37.239,36.989,36.987
37.339,37.344,37.249,37.255,36.989,36.995
37.339,37.341,37.236,37.238,36.989,36.991
37.339,37.335,37.239,37.235,36.989,36.986
37.339,37.338,37.244,37.243,36.989,36.989
37.339,37.337,37.240,37.238,36.989,36.988
37.339,37.338,37.235,37.233,36.989,36.988
37.339,37.337,37.238,37.235,36.989,36.987
37.339,37.341,37.241,37.243,36.990,36.991
37.339,37.341,37.232,37.234,36.990,36.992
37.339,37.343,37.242,37.246,36.990,36.994
37.339,37.338,37.245,37.244,36.990,36.989
37.339,37.345,37.247,37.253,36.990,36.996
37.339,37.341,37.239,37.241,36.990,36.991
37.339,37.330,37.236,37.227,36.990,36.981
37.339,37.337,37.234,37.233,36.990,36.988
37.339,37.336,37.242,37.238,36.990,36.987
37.339,37.338,37.247,37.246,36.990,36.988
37.339,37.343,37.244,37.248,36.990,36.993
37.339,37.341,37.240,37.243,36.990,36.992
37.339,37.334,37.241,37.235,36.990,36.984
37.339,37.338,37.240,37.238,36.990,36.988
37.339,37.338,37.242,37.241,36.990,36.989
37.339,37.340,37.239,37.239,36.990,36.990
37.339,37.335,37.237,37.233,36.990,36.985
37.339,37.343,37.237,37.240,36.990,36.993
37.340,37.338,37.236,37.234,36.990,36.988
37.340,37.342,37.241,37.243,36.990,36.992
37.340,37.333,37.243,37.236,36.990,36.984
37.340,37.336,37.240,37.236,36.990,36.986
37.340,37.336,37.236,37.232,36.990,36.986
37.340,37.339,37.231,37.231,36.990,36.990
37.340,37.338,37.242,37.241,36.990,36.989
37.340,37.342,37.243,37.245,36.990,36.992
37.340,37.335,37.235,37.230,36.990,36.985
37.340,37.340,37.245,37.245,36.990,36.990
37.340,37.339,37.238,37.237,36.990,36.989
37.340,37.339,37.238,37.237,36.990,36.990
37.340,37.339,37.241,37.240,36.990,36.989
37.340,37.342,37.236,37.239,36.990,36.993
37.340,37.336,37.241,37.237,36.990,36.986
37.340,37.337,37.246,37.242,36.990,36.987
37.340,37.338,37.241,37.239,36.990,36.988
37.340,37.341,37.235,37.236,36.990,36.992
37.340,37.345,37.234,37.239,36.990,36.996
37.340,37.340,37.238,37.238,36.991,36.991
37.340,37.334,37.243,37.237,36.991,36.984
37.340,37.343,37.246,37.249,36.991,36.993
37.340,37.341,37.239,37.240,36.991,36.991
37.340,37.345,37.240,37.244,36.991,36.995
37.340,37.341,37.239,37.240,36.991,36.991
37.340,37.341,37.240,37.241,36.991,36.992
37.340,37.345,37.242,37.247,36.991,36.995
37.340,37.341,37.248,37.248,36.991,36.991
37.340,37.338,37.236,37.233,36.991,36.988
37.340,37.340,37.242,37.242,36.991,36.990
37.340,37.341,37.242,37.242,36.991,36.991
37.340,37.339,37.242,37.241,36.991,36.990
37.340,37.343,37.238,37.241,36.991,36.993
37.340,37.338,37.248,37.246,36.991,36.988
37.340,37.341,37.245,37.245,36.991,36.991
37.340,37.348,37.236,37.243,36.991,36.998
37.340,37.348,37.228,37.236,36.991,36.999
37.341,37.332,37.242,37.234,36.991,36.983
37.341,37.338,37.240,37.238,36.991,36.989
37.341,37.344,37.242,37.245,36.991,36.994
37.341,37.335,37.242,37.236,36.991,36.985
37.341,37.341,37.244,37.244,36.991,36.991
37.341,37.339,37.240,37.239,36.991,36.990
37.341,37.342,37.240,37.241,36.991,36.992
37.341,37.336,37.238,37.233,36.991,36.986
37.341,37.342,37.243,37.245,36.991,36.993
37.341,37.345,37.245,37.250,36.991,36.996
37.341,37.341,37.239,37.239,36.991,36.992
37.341,37.338,37.243,37.241,36.991,36.989
37.341,37.346,37.244,37.249,36.991,36.996
37.341,37.343,37.241,37.243,36.991,36.993
37.341,37.343,37.244,37.246,36.991,36.993
37.341,37.347,37.240,37.246,36.991,36.997
37.341,37.345,37.238,37.242,36.991,36.995
37.341,37.346,37.239,37.244,36.991,36.996
37.341,37.335,37.239,37.232,36.991,36.985
37.341,37.347,37.240,37.246,36.991,36.997
37.341,37.342,37.242,37.242,36.991,36.992
37.341,37.342,37.241,37.241,36.991,36.992
37.341,37.344,37.245,37.248,36.991,36.994
37.341,37.339,37.247,37.246,36.991,36.990
37.341,37.339,37.244,37.242,36.992,36.989
37.341,37.335,37.239,37.233,36.992,36.985
37.341,37.345,37.235,37.239,36.992,36.995
37.341,37.344,37.240,37.243,36.992,36.995
37.341,37.335,37.243,37.236,36.992,36.985
37.341,37.340,37.246,37.245,36.992,36.990
37.341,37.337,37.243,37.239,36.992,36.988
37.341,37.340,37.240,37.239,36.992,36.990
37.341,37.341,37.241,37.241,36.992,36.992
37.341,37.341,37.240,37.239,36.992,36.991
37.341,37.340,37.246,37.244,36.992,36.990
37.341,37.341,37.243,37.243,36.992,36.992
37.341,37.344,37.241,37.244,36.992,36.994
37.341,37.346,37.235,37.239,36.992,36.996
37.342,37.339,37.239,37.237,36.992,36.989
37.342,37.344,37.241,37.244,36.992,36.995
37.342,37.345,37.238,37.241,36.992,36.995
37.342,37.334,37.244,37.237,36.992,36.985
37.342,37.341,37.245,37.244,36.992,36.991
37.342,37.335,37.245,37.239,36.992,36.985
37.342,37.343,37.247,37.248,36.992,36.994
37.342,37.341,37.239,37.238,36.992,36.991
37.342,37.337,37.241,37.237,36.992,36.988
37.342,37.345,37.240,37.243,36.992,36.995
37.342,37.339,37.241,37.238,36.992,36.989
37.342,37.340,37.237,37.236,36.992,36.991
37.342,37.341,37.245,37.244,36.992,36.991
37.342,37.345,37.239,37.242,36.992,36.996
37.342,37.337,37.247,37.241,36.992,36.987
37.342,37.346,37.244,37.248,36.992,36.996
37.342,37.347,37.246,37.251,36.992,36.998
37.342,37.350,37.235,37.243,36.992,37.000
37.342,37.348,37.240,37.246,36.992,36.999
37.342,37.340,37.248,37.246,36.992,36.990
37.342,37.343,37.238,37.240,36.992,36.994
37.342,37.340,37.241,37.239,36.992,36.990
37.342,37.333,37.245,37.235,36.992,36.983
37.342,37.339,37.247,37.244,36.993,36.989
37.342,37.346,37.244,37.248,36.993,36.997
37.342,37.340,37.237,37.235,36.993,36.990
37.342,37.339,37.246,37.243,36.993,36.990
37.342,37.349,37.239,37.245,36.993,36.999
37.342,37.338,37.238,37.233,36.993,36.988
37.342,37.340,37.247,37.244,36.993,36.990
37.342,37.344,37.240,37.242,36.993,36.994
37.342,37.347,37.244,37.249,36.993,36.998
37.342,37.348,37.241,37.246,36.993,36.998
37.342,37.337,37.237,37.231,36.993,36.987
37.342,37.339,37.245,37.242,36.993,36.989
37.342,37.344,37.245,37.247,36.993,36.994
37.343,37.338,37.245,37.241,36.993,36.988
37.343,37.349,37.243,37.250,36.993,37.000
37.343,37.339,37.239,37.235,36.993,36.989
37.343,37.341,37.253,37.251,36.993,36.991
37.343,37.336,37.239,37.232,36.993,36.987
37.343,37.341,37.239,37.238,36.993,36.991
37.343,37.350,37.240,37.248,36.993,37.001
37.343,37.337,37.243,37.238,36.993,36.987
37.343,37.348,37.239,37.244,36.993,36.998
37.343,37.339,37.246,37.243,36.993,36.990
37.343,37.344,37.244,37.245,36.993,36.994
37.343,37.347,37.245,37.249,36.993,36.997
37.343,37.338,37.243,37.239,36.993,36.988
37.343,37.339,37.241,37.238,36.993,36.990
37.343,37.345,37.241,37.243,36.993,36.995
37.343,37.344,37.240,37.242,36.993,36.995
37.343,37.349,37.245,37.251,36.993,36.999
37.343,37.338,37.242,37.237,36.993,36.989
37.343,37.347,37.237,37.241,36.993,36.997
37.343,37.338,37.244,37.239,36.993,36.989
37.343,37.341,37.234,37.232,36.993,36.991
37.343,37.341,37.249,37.247,36.994,36.991
37.343,37.337,37.239,37.233,36.994,36.987
37.343,37.346,37.247,37.250,36.994,36.996
37.343,37.344,37.237,37.238,36.994,36.994
37.343,37.343,37.249,37.248,36.994,36.993
37.343,37.344,37.244,37.245,36.994,36.994
37.343,37.344,37.246,37.247,36.994,36.995
37.343,37.340,37.245,37.241,36.994,36.990
37.343,37.341,37.245,37.243,36.994,36.991
37.343,37.343,37.242,37.241,36.994,36.993
37.343,37.343,37.248,37.247,36.994,36.993
37.344,37.345,37.247,37.249,36.994,36.995
37.344,37.342,37.246,37.245,36.994,36.992
37.344,37.345,37.246,37.247,36.994,36.995
37.344,37.341,37.249,37.246,36.994,36.991
37.344,37.347,37.245,37.248,36.994,36.997
37.344,37.349,37.237,37.242,36.994,36.999
37.344,37.344,37.234,37.235,36.994,36.995
37.344,37.348,37.241,37.245,36.994,36.998
37.344,37.343,37.244,37.243,36.994,36.993
37.344,37.338,37.243,37.237,36.994,36.988
37.344,37.343,37.241,37.240,36.994,36.994
37.344,37.348,37.238,37.242,36.994,36.998
37.344,37.345,37.246,37.247,36.994,36.995
37.344,37.344,37.246,37.246,36.994,36.995
37.344,37.341,37.238,37.236,36.994,36.992
37.344,37.341,37.242,37.239,36.994,36.991
37.344,37.344,37.242,37.242,36.994,36.994
37.344,37.339,37.247,37.241,36.994,36.989
37.344,37.341,37.246,37.243,36.994,36.991
37.344,37.343,37.245,37.244,36.994,36.993
37.344,37.348,37.247,37.251,36.994,36.998
37.344,37.342,37.243,37.241,36.994,36.992
37.344,37.339,37.246,37.241,36.994,36.989
37.344,37.345,37.251,37.252,36.994,36.996
37.344,37.347,37.234,37.236,36.995,36.997
37.344,37.351,37.241,37.248,36.995,37.002
37.344,37.347,37.239,37.242,36.995,36.998
37.344,37.344,37.248,37.248,36.995,36.994
37.344,37.350,37.243,37.249,36.995,37.001
37.344,37.341,37.250,37.246,36.995,36.991
37.344,37.342,37.244,37.242,36.995,36.992
37.344,37.352,37.250,37.258,36.995,37.002
37.344,37.345,37.251,37.252,36.995,36.995
37.345,37.345,37.239,37.240,36.995,36.995
37.345,37.341,37.244,37.241,36.995,36.992
37.345,37.351,37.249,37.256,36.995,37.001
37.345,37.348,37.248,37.251,36.995,36.998
37.345,37.342,37.241,37.238,36.995,36.992
37.345,37.350,37.248,37.253,36.995,37.000
37.345,37.343,37.237,37.235,36.995,36.993
37.345,37.343,37.243,37.242,36.995,36.994
37.345,37.344,37.242,37.241,36.995,36.994
37.345,37.348,37.244,37.247,36.995,36.998
37.345,37.344,37.245,37.245,36.995,36.995
37.345,37.348,37.245,37.248,36.995,36.998
37.345,37.337,37.243,37.235,36.995,36.987
37.345,37.347,37.246,37.249,36.995,36.998
37.345,37.354,37.253,37.262,36.995,37.004
37.345,37.348,37.250,37.253,36.995,36.998
37.345,37.340,37.247,37.242,36.995,36.991
37.345,37.347,37.240,37.242,36.995,36.997
37.345,37.345,37.242,37.242,36.995,36.996
37.345,37.341,37.237,37.233,36.995,36.991
37.345,37.352,37.242,37.249,36.995,37.002
37.345,37.353,37.238,37.245,36.995,37.003
37.345,37.353,37.241,37.249,36.995,37.004
37.345,37.344,37.244,37.242,36.995,36.994
37.345,37.349,37.249,37.253,36.995,36.999
37.345,37.344,37.246,37.245,36.995,36.995
37.345,37.343,37.244,37.242,36.995,36.993
37.345,37.341,37.249,37.245,36.995,36.991
37.345,37.340,37.243,37.237,36.995,36.990
37.345,37.342,37.248,37.244,36.995,36.992
37.345,37.346,37.256,37.257,36.995,36.996
37.345,37.341,37.249,37.245,36.995,36.992
37.345,37.339,37.248,37.241,36.995,36.989
37.345,37.350,37.244,37.249,36.995,37.000
37.345,37.347,37.241,37.243,36.996,36.997
37.345,37.348,37.240,37.243,36.996,36.998
37.345,37.347,37.240,37.242,36.996,36.997
37.345,37.342,37.244,37.241,36.996,36.993
37.345,37.350,37.249,37.253,36.996,37.000
37.345,37.348,37.246,37.249,36.996,36.998
37.345,37.343,37.245,37.242,36.996,36.994
37.345,37.348,37.241,37.243,36.996,36.998
37.345,37.347,37.247,37.249,36.996,36.997
37.345,37.342,37.244,37.241,36.996,36.993
37.345,37.343,37.252,37.249,36.996,36.993
37.345,37.347,37.246,37.247,36.996,36.997
37.346,37.347,37.245,37.246,36.996,36.997
37.346,37.351,37.248,37.253,36.996,37.001
37.346,37.341,37.239,37.235,36.996,36.991
37.346,37.348,37.242,37.244,36.996,36.998
37.346,37.345,37.247,37.246,36.996,36.995
37.346,37.351,37.252,37.257,36.996,37.001
37.346,37.344,37.251,37.249,36.996,36.994
37.346,37.347,37.248,37.250,36.996,36.997
37.346,37.342,37.241,37.237,36.996,36.992
37.346,37.350,37.237,37.242,36.996,37.001
37.346,37.342,37.249,37.245,36.996,36.992
37.346,37.347,37.251,37.252,36.996,36.997
37.346,37.340,37.250,37.244,36.996,36.990
37.346,37.351,37.247,37.253,36.996,37.001
37.346,37.349,37.241,37.245,36.996,37.000
37.346,37.349,37.251,37.254,36.996,36.999
37.346,37.344,37.245,37.243,36.996,36.994
37.346,37.345,37.252,37.251,36.996,36.995
37.346,37.343,37.241,37.239,36.996,36.994
37.346,37.347,37.251,37.251,36.996,36.997
37.346,37.352,37.247,37.254,36.996,37.002
37.346,37.345,37.248,37.247,36.996,36.996
37.346,37.340,37.242,37.236,36.996,36.990
37.346,37.344,37.247,37.245,36.996,36.994
37.346,37.348,37.248,37.249,36.996,36.998
37.346,37.345,37.242,37.241,36.996,36.995
37.346,37.349,37.250,37.253,36.996,36.999
37.346,37.344,37.243,37.241,36.996,36.994
37.346,37.346,37.253,37.253,36.996,36.997
37.346,37.347,37.247,37.248,36.996,36.998
37.346,37.344,37.247,37.245,36.996,36.994
37.346,37.351,37.246,37.251,36.997,37.002
37.346,37.348,37.254,37.255,36.997,36.998
37.346,37.348,37.241,37.242,36.997,36.998
37.346,37.341,37.246,37.241,36.997,36.991
37.346,37.348,37.244,37.246,36.997,36.998
37.346,37.343,37.243,37.239,36.997,36.993
37.346,37.353,37.246,37.253,36.997,37.003
37.346,37.337,37.241,37.231,36.997,36.987
37.346,37.347,37.250,37.250,36.997,36.997
37.346,37.344,37.247,37.244,36.997,36.994
37.347,37.345,37.245,37.243,36.997,36.995
37.347,37.339,37.252,37.244,36.997,36.989
37.347,37.344,37.251,37.248,36.997,36.994
37.347,37.342,37.251,37.246,36.997,36.992
37.347,37.347,37.248,37.249,36.997,36.997
37.347,37.350,37.246,37.249,36.997,37.000
37.347,37.343,37.244,37.240,36.997,36.993
37.347,37.342,37.246,37.241,36.997,36.992
37.347,37.352,37.243,37.249,36.997,37.003
37.347,37.348,37.245,37.247,36.997,36.998
37.347,37.341,37.245,37.240,36.997,36.992
37.347,37.347,37.247,37.247,36.997,36.997
37.347,37.350,37.252,37.256,36.997,37.001
37.347,37.350,37.250,37.253,36.997,37.000
37.347,37.342,37.246,37.241,36.997,36.992
37.347,37.348,37.247,37.248,36.997,36.998
37.347,37.347,37.245,37.245,36.997,36.997
37.347,37.355,37.249,37.257,36.997,37.005
37.347,37.346,37.245,37.245,36.997,36.996
37.347,37.348,37.242,37.243,36.997,36.998
37.347,37.351,37.242,37.246,36.997,37.001
37.347,37.351,37.244,37.248,36.997,37.001
37.347,37.351,37.248,37.252,36.997,37.001
37.347,37.346,37.246,37.245,36.997,36.996
37.347,37.346,37.245,37.244,36.997,36.996
37.347,37.355,37.249,37.257,36.997,37.005
37.347,37.352,37.252,37.256,36.997,37.002
37.347,37.344,37.246,37.243,36.997,36.994
37.347,37.346,37.248,37.247,36.997,36.996
37.347,37.343,37.245,37.242,36.997,36.994
37.347,37.346,37.255,37.253,36.997,36.996
37.347,37.339,37.242,37.234,36.997,36.989
37.347,37.346,37.255,37.254,36.998,36.996
37.347,37.348,37.246,37.246,36.998,36.998
37.347,37.345,37.249,37.246,36.998,36.995
37.347,37.341,37.245,37.238,36.998,36.991
37.347,37.348,37.251,37.252,36.998,36.998
37.348,37.352,37.258,37.263,36.998,37.002
37.348,37.356,37.248,37.256,36.998,37.006
37.348,37.349,37.244,37.245,36.998,36.999
37.348,37.353,37.246,37.251,36.998,37.003
37.348,37.350,37.251,37.253,36.998,37.000
37.348,37.344,37.240,37.237,36.998,36.994
37.348,37.346,37.247,37.246,36.998,36.996
37.348,37.358,37.247,37.258,36.998,37.008
37.348,37.350,37.251,37.254,36.998,37.000
37.348,37.345,37.248,37.245,36.998,36.995
37.348,37.348,37.248,37.249,36.998,36.999
37.348,37.345,37.245,37.243,36.998,36.996
37.348,37.340,37.252,37.244,36.998,36.990
37.348,37.357,37.247,37.256,36.998,37.007
37.348,37.348,37.248,37.249,36.998,36.998
37.348,37.353,37.249,37.254,36.998,37.003
37.348,37.357,37.246,37.255,36.998,37.007
37.348,37.343,37.257,37.253,36.998,36.994
37.348,37.351,37.245,37.247,36.998,37.001
37.348,37.345,37.254,37.251,36.998,36.995
37.348,37.351,37.240,37.244,36.998,37.001
37.348,37.348,37.243,37.243,36.998,36.998
37.348,37.344,37.245,37.241,36.998,36.994
37.348,37.346,37.245,37.243,36.998,36.996
37.348,37.348,37.244,37.244,36.998,36.998
37.348,37.348,37.252,37.251,36.998,36.998
37.348,37.344,37.248,37.244,36.998,36.994
37.348,37.348,37.247,37.246,36.998,36.998
37.348,37.352,37.244,37.248,36.998,37.002
37.348,37.348,37.242,37.242,36.998,36.998
37.348,37.351,37.256,37.259,36.998,37.001
37.348,37.347,37.247,37.246,36.998,36.997
37.348,37.348,37.250,37.250,36.998,36.998
37.348,37.342,37.246,37.240,36.998,36.992
37.348,37.347,37.245,37.244,36.999,36.997
37.348,37.346,37.248,37.245,36.999,36.996
37.348,37.340,37.249,37.241,36.999,36.990
37.349,37.349,37.252,37.253,36.999,36.999
37.349,37.353,37.249,37.253,36.999,37.003
37.349,37.346,37.250,37.247,36.999,36.996
37.349,37.348,37.248,37.247,36.999,36.998
37.349,37.350,37.254,37.255,36.999,37.000
37.349,37.356,37.243,37.250,36.999,37.006
37.349,37.347,37.254,37.252,36.999,36.997
37.349,37.343,37.250,37.245,36.999,36.993
37.349,37.351,37.252,37.254,36.999,37.001
37.349,37.348,37.253,37.252,36.999,36.998
37.349,37.360,37.252,37.263,36.999,37.010
37.349,37.349,37.252,37.252,36.999,36.999
37.349,37.358,37.258,37.267,36.999,37.008
37.349,37.351,37.259,37.261,36.999,37.001
37.349,37.354,37.253,37.258,36.999,37.004
37.349,37.350,37.246,37.247,36.999,37.000
37.349,37.350,37.257,37.258,36.999,37.000
37.349,37.344,37.251,37.246,36.999,36.994
37.349,37.345,37.250,37.246,36.999,36.995
37.349,37.345,37.249,37.245,36.999,36.995
37.349,37.347,37.242,37.241,36.999,36.998
37.349,37.343,37.254,37.248,36.999,36.993
37.349,37.350,37.249,37.250,36.999,37.000
37.349,37.345,37.244,37.240,36.999,36.995
37.349,37.350,37.252,37.252,36.999,37.000
37.349,37.348,37.252,37.251,36.999,36.998
37.349,37.339,37.248,37.237,36.999,36.989
37.349,37.351,37.246,37.248,36.999,37.001
37.349,37.352,37.243,37.245,36.999,37.002
37.349,37.348,37.245,37.244,36.999,36.998
37.349,37.350,37.250,37.250,36.999,37.000
37.349,37.344,37.255,37.250,36.999,36.994
37.349,37.351,37.260,37.262,36.999,37.001
37.349,37.351,37.249,37.251,36.999,37.001
37.349,37.357,37.246,37.254,36.999,37.008
37.349,37.352,37.249,37.252,36.999,37.002
37.349,37.349,37.255,37.255,37.000,36.999
37.349,37.345,37.247,37.242,37.000,36.995
37.350,37.344,37.249,37.244,37.000,36.994
37.350,37.348,37.249,37.248,37.000,36.998
37.350,37.346,37.252,37.248,37.000,36.996
37.350,37.351,37.249,37.250,37.000,37.001
37.350,37.349,37.245,37.245,37.000,36.999
37.350,37.351,37.257,37.258,37.000,37.001
37.350,37.355,37.255,37.260,37.000,37.005
37.350,37.354,37.256,37.261,37.000,37.004
37.350,37.353,37.245,37.248,37.000,37.003
37.350,37.350,37.255,37.255,37.000,37.000
37.350,37.347,37.252,37.250,37.000,36.997
37.350,37.346,37.254,37.250,37.000,36.996
37.350,37.348,37.247,37.246,37.000,36.998
37.350,37.357,37.261,37.268,37.000,37.007
37.350,37.345,37.248,37.242,37.000,36.995
37.350,37.356,37.245,37.251,37.000,37.006
37.350,37.349,37.254,37.253,37.000,36.999
37.350,37.352,37.242,37.244,37.000,37.002
37.350,37.344,37.253,37.247,37.000,36.994
37.350,37.349,37.252,37.251,37.000,36.999
37.350,37.347,37.249,37.245,37.000,36.997
37.350,37.355,37.243,37.248,37.000,37.005
37.350,37.354,37.244,37.248,37.000,37.004
37.350,37.356,37.248,37.253,37.000,37.006
37.350,37.359,37.246,37.254,37.000,37.009
37.350,37.351,37.249,37.250,37.000,37.001
37.350,37.358,37.250,37.258,37.000,37.008
37.350,37.351,37.251,37.252,37.000,37.001
37.350,37.354,37.247,37.250,37.000,37.004
37.351,37.348,37.247,37.244,37.000,36.998
37.351,37.352,37.248,37.249,37.000,37.002
37.351,37.346,37.257,37.252,37.001,36.996
37.351,37.350,37.252,37.251,37.001,37.000
37.351,37.346,37.246,37.241,37.001,36.996
37.351,37.344,37.249,37.242,37.001,36.994
37.351,37.352,37.246,37.246,37.001,37.002
37.351,37.354,37.247,37.251,37.001,37.004
37.351,37.347,37.248,37.244,37.001,36.997
37.351,37.355,37.249,37.254,37.001,37.005
37.351,37.351,37.250,37.250,37.001,37.001
37.351,37.358,37.247,37.255,37.001,37.008
37.351,37.353,37.253,37.255,37.001,37.003
37.351,37.349,37.260,37.258,37.001,36.999
37.351,37.357,37.256,37.262,37.001,37.007
37.351,37.352,37.249,37.251,37.001,37.002
37.351,37.347,37.251,37.247,37.001,36.997
37.351,37.346,37.245,37.239,37.001,36.996
37.351,37.353,37.258,37.260,37.001,37.003
37.351,37.348,37.249,37.246,37.001,36.998
37.351,37.352,37.251,37.253,37.001,37.002
37.351,37.352,37.249,37.249,37.001,37.002
37.351,37.351,37.246,37.246,37.001,37.001
37.351,37.344,37.255,37.248,37.001,36.994
37.351,37.348,37.251,37.248,37.001,36.998
37.351,37.351,37.253,37.253,37.001,37.001
37.351,37.352,37.254,37.255,37.001,37.002
37.351,37.351,37.244,37.244,37.001,37.001
37.351,37.346,37.257,37.251,37.001,36.996
37.351,37.356,37.250,37.255,37.001,37.006
37.351,37.356,37.250,37.254,37.001,37.006
37.352,37.351,37.248,37.247,37.001,37.001
37.352,37.360,37.255,37.263,37.001,37.010
37.352,37.347,37.254,37.250,37.002,36.997
37.352,37.355,37.251,37.255,37.002,37.005
37.352,37.348,37.250,37.247,37.002,36.998
37.352,37.352,37.252,37.253,37.002,37.002
37.352,37.354,37.246,37.249,37.002,37.004
37.352,37.349,37.251,37.248,37.002,36.999
37.352,37.353,37.250,37.252,37.002,37.003
37.352,37.350,37.253,37.251,37.002,37.000
37.352,37.349,37.248,37.245,37.002,36.999
37.352,37.345,37.258,37.252,37.002,36.995
37.352,37.347,37.254,37.249,37.002,36.997
37.352,37.348,37.251,37.247,37.002,36.998
37.352,37.353,37.251,37.251,37.002,37.003
37.352,37.349,37.254,37.251,37.002,36.999
37.352,37.355,37.254,37.257,37.002,37.005
37.352,37.352,37.253,37.253,37.002,37.002
37.352,37.349,37.247,37.244,37.002,36.999
37.352,37.349,37.245,37.242,37.002,36.999
37.352,37.346,37.249,37.243,37.002,36.996
37.352,37.350,37.255,37.253,37.002,37.000
37.352,37.351,37.249,37.249,37.002,37.001
37.352,37.354,37.244,37.246,37.002,37.004
37.352,37.355,37.252,37.255,37.002,37.005
37.352,37.347,37.258,37.252,37.002,36.997
37.352,37.348,37.255,37.251,37.002,36.998
37.352,37.346,37.248,37.241,37.002,36.995
37.352,37.353,37.252,37.252,37.002,37.002
37.352,37.350,37.257,37.254,37.002,37.000
37.352,37.354,37.254,37.256,37.002,37.004
37.352,37.358,37.251,37.256,37.002,37.007
37.352,37.355,37.246,37.248,37.002,37.005
37.352,37.353,37.251,37.251,37.002,37.002
37.352,37.353,37.255,37.256,37.002,37.003
37.353,37.357,37.247,37.251,37.002,37.007
37.353,37.353,37.251,37.251,37.002,37.003
37.353,37.343,37.256,37.246,37.002,36.993
37.353,37.353,37.253,37.254,37.002,37.003
37.353,37.356,37.252,37.255,37.002,37.005
37.353,37.357,37.258,37.262,37.002,37.007
37.353,37.359,37.248,37.254,37.002,37.009
37.353,37.355,37.245,37.247,37.003,37.005
37.353,37.350,37.252,37.250,37.003,37.000
37.353,37.353,37.252,37.252,37.003,37.003
37.353,37.349,37.253,37.249,37.003,36.999
37.353,37.356,37.255,37.259,37.003,37.006
37.353,37.349,37.248,37.244,37.003,36.998
37.353,37.355,37.258,37.261,37.003,37.005
37.353,37.352,37.253,37.253,37.003,37.002
